texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:31:5:31:19: w200 "do not use" argument specifiers
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1014:32:1014:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1016:22:1016:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1025:14:1025:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1027:1:1027:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1027:22:1027:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1034:60:1034:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1036:1:1036:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1036:22:1036:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1043:28:1043:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1045:22:1045:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1053:12:1053:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1055:1:1055:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1055:22:1055:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1062:17:1062:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1064:1:1064:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1064:22:1064:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1071:11:1071:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1073:1:1073:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1073:22:1073:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1082:9:1082:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1084:1:1084:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1084:22:1084:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1092:17:1092:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1094:1:1094:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1094:22:1094:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1101:28:1101:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1103:22:1103:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1112:19:1112:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1114:22:1114:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1121:66:1121:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1123:1:1123:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1123:22:1123:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1131:68:1131:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1133:22:1133:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1142:57:1142:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1144:22:1144:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1153:42:1153:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1155:1:1155:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1155:22:1155:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1163:76:1163:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1165:1:1165:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1165:22:1165:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1171:50:1171:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1173:22:1173:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1180:32:1180:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1182:22:1182:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1189:75:1189:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1191:22:1191:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1200:22:1200:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1202:1:1202:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1202:22:1202:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1210:53:1210:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1212:1:1212:81: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1212:22:1212:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1220:23:1220:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1222:1:1222:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1222:22:1222:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1230:30:1230:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1232:22:1232:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1239:46:1239:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1241:1:1241:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1241:22:1241:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1249:62:1249:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1251:1:1251:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1251:22:1251:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1259:66:1259:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1261:22:1261:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1269:71:1269:71: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1271:1:1271:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1271:22:1271:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1278:77:1278:77: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1280:1:1280:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1280:22:1280:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1289:11:1289:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1291:1:1291:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1291:22:1291:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1298:69:1298:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1300:1:1300:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1300:22:1300:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1307:69:1307:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1309:1:1309:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1309:22:1309:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1317:8:1317:8: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1319:1:1319:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1319:22:1319:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1326:72:1326:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1328:1:1328:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1328:22:1328:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1334:63:1334:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1336:1:1336:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1336:22:1336:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1344:10:1344:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1346:1:1346:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1346:22:1346:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1355:34:1355:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1357:1:1357:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1357:22:1357:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1366:9:1366:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1368:1:1368:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1368:22:1368:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1376:74:1376:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1378:1:1378:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1378:22:1378:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1387:12:1387:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1389:1:1389:81: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1389:22:1389:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1398:11:1398:11: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1400:22:1400:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1408:59:1408:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1410:1:1410:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1410:22:1410:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1417:76:1417:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1419:1:1419:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1419:22:1419:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1426:46:1426:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1428:1:1428:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1428:22:1428:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1436:57:1436:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1438:22:1438:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1446:75:1446:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1448:22:1448:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1457:32:1457:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1459:22:1459:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1467:40:1467:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1469:22:1469:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1476:50:1476:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1478:22:1478:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1486:53:1486:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1488:1:1488:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1488:22:1488:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1497:68:1497:68: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1499:1:1499:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1499:22:1499:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1504:22:1504:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1506:1:1506:81: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1506:22:1506:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1514:76:1514:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1516:22:1516:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1525:23:1525:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1527:22:1527:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1535:66:1535:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1537:22:1537:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1545:25:1545:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1547:1:1547:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1547:22:1547:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1556:21:1556:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1558:22:1558:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1567:14:1567:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1569:1:1569:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1569:22:1569:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1577:27:1577:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1579:22:1579:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1587:46:1587:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1589:22:1589:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1598:10:1598:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1600:1:1600:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1600:22:1600:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1610:23:1610:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1612:1:1612:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1612:22:1612:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1619:22:1619:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1621:22:1621:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1631:61:1631:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1633:22:1633:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1642:59:1642:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1644:22:1644:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1652:59:1652:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1654:1:1654:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1654:22:1654:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1663:38:1663:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1665:1:1665:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1665:22:1665:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1673:59:1673:59: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1675:1:1675:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1675:22:1675:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1682:37:1682:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1684:22:1684:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1691:30:1691:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1693:1:1693:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1693:22:1693:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1700:12:1700:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1702:22:1702:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1710:4:1710:4: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1712:1:1712:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1712:22:1712:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1720:44:1720:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1722:1:1722:81: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1722:22:1722:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1729:47:1729:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1731:1:1731:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1731:22:1731:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1738:76:1738:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1740:1:1740:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1740:22:1740:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1748:54:1748:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1750:22:1750:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1758:23:1758:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1760:1:1760:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1760:22:1760:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1768:40:1768:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1770:1:1770:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1770:22:1770:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1775:72:1775:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1777:22:1777:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1785:61:1785:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1787:1:1787:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1787:22:1787:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1795:72:1795:72: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1797:1:1797:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1797:22:1797:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1803:42:1803:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1805:1:1805:85: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1805:22:1805:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1814:38:1814:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1816:22:1816:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1824:62:1824:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1826:1:1826:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1826:22:1826:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1834:65:1834:65: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1836:1:1836:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1836:22:1836:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1843:74:1843:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1845:22:1845:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1853:55:1853:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1855:1:1855:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1855:22:1855:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1863:14:1863:14: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1865:22:1865:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1874:69:1874:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1876:22:1876:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1884:74:1884:74: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1886:22:1886:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1892:76:1892:76: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1894:22:1894:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1900:60:1900:60: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1902:1:1902:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1902:22:1902:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1910:31:1910:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1912:1:1912:82: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1912:22:1912:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1921:19:1921:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1923:1:1923:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1923:22:1923:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1930:9:1930:9: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1932:22:1932:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1940:61:1940:61: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1942:22:1942:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1951:38:1951:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1953:1:1953:81: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1953:22:1953:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1961:37:1961:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1963:22:1963:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1971:69:1971:69: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1973:1:1973:83: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1973:22:1973:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1980:37:1980:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1982:22:1982:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1991:12:1991:12: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1993:1:1993:84: s103 line too long
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:1993:22:1993:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:2000:75:2000:75: s204 missing stylistic whitespaces
texmf-dist/tex/latex/antanilipsum/antanilipsum.sty:2002:22:2002:22: s204 missing stylistic whitespaces
