texmf-dist/tex/latex/nicetext/niceverb.sty:1:1:1:1: w100 no standard delimiters
texmf-dist/tex/latex/nicetext/niceverb.sty:608:16:608:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:608:35:608:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:608:36:608:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:608:39:608:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:608:40:608:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:616:20:616:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:620:25:620:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:625:16:625:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:626:10:626:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:626:26:626:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:626:29:626:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:626:41:626:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:626:42:626:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:627:15:627:15: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:627:29:627:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:627:30:627:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:629:24:629:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:629:44:629:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:632:13:632:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:632:14:632:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:632:34:632:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:632:35:632:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:632:36:632:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:638:13:638:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:654:13:654:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:654:29:654:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:654:30:654:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:655:24:655:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:655:40:655:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:673:39:673:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:673:40:673:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:676:21:676:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:684:18:684:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:685:10:685:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:685:38:685:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:685:54:685:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:693:5:693:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:693:19:693:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:693:38:693:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:26:694:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:30:694:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:34:694:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:38:694:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:42:694:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:46:694:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:694:50:694:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:699:43:699:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:700:43:700:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:700:44:700:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:702:13:702:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:702:14:702:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:702:35:702:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:702:36:702:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:703:13:703:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:703:14:703:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:703:32:703:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:703:33:703:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:703:34:703:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:704:52:704:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:705:13:705:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:705:14:705:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:705:30:705:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:705:31:705:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:705:32:705:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:706:63:706:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:710:13:710:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:710:14:710:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:710:28:710:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:710:29:710:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:710:30:710:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:716:22:716:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:718:18:718:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:718:36:718:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:719:13:719:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:719:37:719:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:719:38:719:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:722:15:722:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:723:9:723:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:723:28:723:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:723:42:723:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:731:13:731:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:731:14:731:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:731:33:731:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:731:34:731:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:731:35:731:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:733:16:733:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:734:22:734:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:735:18:735:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:735:43:735:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:737:13:737:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:737:34:737:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:737:35:737:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:740:9:740:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:743:19:743:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:746:19:746:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:757:13:757:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:757:41:757:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:757:42:757:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:761:9:761:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:761:28:761:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:761:40:761:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:763:37:763:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:763:38:763:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:784:13:784:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:784:28:784:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:784:66:784:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:788:13:788:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:788:27:788:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:788:28:788:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:788:66:788:66: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:789:13:789:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:789:14:789:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:789:26:789:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:789:27:789:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:789:28:789:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:798:24:798:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:798:49:798:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:800:13:800:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:800:14:800:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:800:39:800:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:800:40:800:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:800:41:800:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:815:13:815:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:815:24:815:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:826:13:826:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:826:30:826:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:826:31:826:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:847:13:847:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:847:28:847:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:847:31:847:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:847:32:847:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:853:53:853:53: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:854:62:854:62: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:854:63:854:63: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:875:13:875:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:875:39:875:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:875:40:875:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:883:13:883:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:883:39:883:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:889:13:889:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:889:32:889:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:889:35:889:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:889:36:889:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:890:25:890:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:890:29:890:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:890:44:890:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:890:45:890:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:894:13:894:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:894:26:894:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:894:27:894:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:903:14:903:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:903:30:903:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:903:31:903:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:904:13:904:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:904:14:904:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:904:30:904:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:904:31:904:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:904:32:904:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:906:42:906:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:921:17:921:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:921:22:921:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:921:23:921:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:921:24:921:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:922:17:922:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:922:22:922:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:922:23:922:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:922:24:922:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:933:17:933:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:933:23:933:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:933:26:933:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:933:27:933:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:933:31:933:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:946:13:946:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:946:25:946:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:946:26:946:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:947:9:947:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:947:27:947:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:947:43:947:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:948:13:948:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:948:14:948:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:948:30:948:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:948:31:948:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:948:32:948:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:951:12:951:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:951:30:951:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:953:8:953:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:954:13:954:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:954:14:954:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:954:26:954:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:954:27:954:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:954:28:954:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:954:33:954:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:956:13:956:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:956:29:956:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:956:34:956:51: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:961:13:961:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:961:24:961:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:961:25:961:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:963:7:963:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:963:25:963:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:968:22:968:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:974:13:974:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:974:14:974:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:974:33:974:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:974:34:974:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:974:35:974:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:977:17:977:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:977:24:977:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:977:27:977:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:977:28:977:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:977:33:977:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:991:18:991:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:992:21:992:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:992:29:992:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:992:30:992:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:992:31:992:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:993:17:993:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:993:30:993:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:993:31:993:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:994:39:994:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:995:34:995:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1003:19:1003:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1003:20:1003:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1006:52:1006:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1010:11:1010:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1010:26:1010:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1011:6:1011:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1021:17:1021:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1021:18:1021:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1021:35:1021:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1021:36:1021:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1021:39:1021:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1021:40:1021:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1022:35:1022:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1022:55:1022:55: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1022:56:1022:56: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1027:19:1027:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1027:35:1027:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1027:38:1027:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1027:39:1027:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1030:35:1030:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1030:36:1030:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1031:57:1031:57: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1031:58:1031:58: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1032:19:1032:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1032:32:1032:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1032:35:1032:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1032:36:1032:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1034:44:1034:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1035:4:1035:4: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1035:6:1035:6: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1085:13:1085:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1085:14:1085:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1085:32:1085:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1085:33:1085:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1085:36:1085:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1085:37:1085:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1095:18:1095:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1096:12:1096:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1097:13:1097:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1097:28:1097:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1097:29:1097:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1098:27:1098:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1098:47:1098:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1113:13:1113:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1113:28:1113:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1113:31:1113:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1113:32:1113:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1115:22:1115:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1115:41:1115:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1115:44:1115:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1116:43:1116:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1116:44:1116:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1130:13:1130:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1136:29:1136:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1136:50:1136:50: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1140:13:1140:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1140:28:1140:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1147:13:1147:13: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1148:39:1148:52: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1149:38:1149:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/nicetext/niceverb.sty:1151:12:1151:29: s204 missing stylistic whitespaces
