texmf-dist/tex/latex/panda/BusyPanda.sty:29:19:29:39: s412 malformed function name
texmf-dist/tex/latex/panda/BusyPanda.sty:805:10:805:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:805:26:805:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:805:27:805:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:805:28:805:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:805:35:805:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:806:10:806:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:806:25:806:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:806:26:806:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:806:27:806:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:806:34:806:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:807:10:807:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:807:35:807:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:807:36:807:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:807:37:807:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:807:43:807:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:808:10:808:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:808:27:808:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:808:28:808:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:808:29:808:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:808:36:808:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:809:10:809:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:809:26:809:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:809:27:809:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:809:28:809:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:809:35:809:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:810:10:810:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:810:20:810:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:810:21:810:21: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:810:22:810:22: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:810:29:810:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:811:10:811:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:811:28:811:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:811:29:811:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:811:30:811:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:811:37:811:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:812:10:812:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:812:31:812:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:812:32:812:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:812:33:812:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:812:40:812:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:813:10:813:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:813:24:813:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:813:25:813:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:813:26:813:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:813:33:813:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:814:10:814:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:814:30:814:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:814:31:814:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:814:32:814:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:814:38:814:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:815:10:815:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:815:23:815:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:815:24:815:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:815:25:815:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:815:32:815:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:816:10:816:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:816:35:816:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:816:36:816:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:816:37:816:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:816:44:816:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:817:10:817:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:817:28:817:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:817:29:817:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:817:30:817:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:817:37:817:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:818:10:818:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:818:36:818:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:818:37:818:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:818:38:818:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:818:45:818:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:819:10:819:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:819:29:819:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:819:30:819:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:819:31:819:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:819:38:819:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:820:10:820:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:820:25:820:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:820:26:820:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:820:27:820:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:820:34:820:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:821:10:821:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:821:31:821:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:821:32:821:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:821:33:821:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:821:40:821:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:822:10:822:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:822:24:822:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:822:25:822:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:822:26:822:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:822:33:822:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:823:10:823:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:823:32:823:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:823:33:823:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:823:34:823:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:823:41:823:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:824:10:824:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:824:25:824:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:824:26:824:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:824:27:824:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:824:34:824:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:825:10:825:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:825:26:825:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:825:27:825:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:825:28:825:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:825:35:825:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:826:10:826:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:826:34:826:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:826:35:826:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:826:36:826:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:826:43:826:43: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:827:10:827:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:827:27:827:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:827:28:827:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:827:29:827:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:827:36:827:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:828:10:828:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:828:30:828:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:828:31:828:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:828:32:828:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:828:40:828:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:829:10:829:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:829:23:829:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:829:24:829:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:829:25:829:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:829:33:829:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:830:10:830:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:830:24:830:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:830:25:830:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:830:26:830:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:830:33:830:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:831:10:831:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:831:36:831:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:831:37:831:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:831:38:831:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:831:45:831:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:832:10:832:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:832:35:832:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:832:36:832:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:832:37:832:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:832:44:832:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:833:10:833:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:833:38:833:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:833:39:833:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:833:40:833:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:833:47:833:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:834:10:834:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:834:38:834:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:834:39:834:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:834:40:834:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:834:47:834:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:835:10:835:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:835:27:835:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:835:28:835:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:835:29:835:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:835:36:835:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:836:10:836:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:836:27:836:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:836:28:836:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:836:29:836:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:836:36:836:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:837:10:837:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:837:25:837:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:837:26:837:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:837:27:837:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:837:34:837:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:838:10:838:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:838:24:838:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:838:25:838:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:838:26:838:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:838:33:838:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:839:10:839:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:839:30:839:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:839:31:839:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:839:32:839:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:839:39:839:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:840:10:840:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:840:23:840:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:840:24:840:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:840:25:840:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:840:32:840:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:841:10:841:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:841:25:841:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:841:26:841:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:841:27:841:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:841:34:841:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:842:10:842:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:842:18:842:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:842:19:842:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:842:20:842:20: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:842:27:842:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:843:10:843:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:843:35:843:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:843:36:843:36: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:843:37:843:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:843:44:843:44: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:844:10:844:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:844:28:844:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:844:29:844:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:844:30:844:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:844:37:844:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:845:10:845:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:845:30:845:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:845:31:845:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:845:32:845:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:845:39:845:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:846:10:846:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:846:29:846:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:846:30:846:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:846:31:846:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:846:38:846:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:847:10:847:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:847:37:847:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:847:38:847:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:847:39:847:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:847:46:847:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:848:10:848:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:848:30:848:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:848:31:848:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:848:32:848:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:848:39:848:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:849:10:849:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:849:28:849:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:849:29:849:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:849:30:849:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:849:38:849:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:850:10:850:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:850:23:850:23: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:850:24:850:24: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:850:25:850:25: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:850:32:850:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:851:10:851:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:851:26:851:26: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:851:27:851:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:851:28:851:28: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:851:35:851:35: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:852:10:852:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:852:17:852:17: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:852:18:852:18: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:852:19:852:19: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:852:27:852:27: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:853:10:853:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:853:45:853:45: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:853:46:853:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:853:47:853:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:853:54:853:54: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:854:10:854:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:854:37:854:37: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:854:38:854:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:854:39:854:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:854:46:854:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:855:10:855:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:855:31:855:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:855:32:855:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:855:33:855:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:855:40:855:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:856:10:856:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:856:29:856:29: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:856:30:856:30: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:856:31:856:31: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:856:38:856:38: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:857:10:857:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:857:40:857:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:857:41:857:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:857:42:857:42: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:857:49:857:49: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:858:10:858:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:858:32:858:32: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:858:33:858:33: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:858:34:858:34: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:858:41:858:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:859:10:859:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:859:39:859:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:859:40:859:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:859:41:859:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:859:48:859:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:860:10:860:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:860:39:860:39: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:860:40:860:40: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:860:41:860:41: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:860:48:860:48: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:861:10:861:10: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:861:46:861:46: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:861:47:861:47: s204 missing stylistic whitespaces
texmf-dist/tex/latex/panda/BusyPanda.sty:861:48:861:48: s204 missing stylistic whitespaces
